Label,Min,Average,90% Line,Max,# Samples,failure,TEST
TC07_PCG_External_NewCustomer_Collections_10_RatingPage_SelectJewelry_M,1.288,1.288,1.288,1.288,1,0,TC07_PCG_External_NewCustomer_Collections_10_RatingPage_SelectJewelry_M
TC07_PCG_External_NewCustomer_Collections_11_RatingPage_SelectScheduled_M,1.255,1.255,1.255,1.255,1,0,TC07_PCG_External_NewCustomer_Collections_11_RatingPage_SelectScheduled_M
TC07_PCG_External_NewCustomer_Collections_12_RatingPage_Coveragelimit&ClickNext_M,3.01,3.01,3.01,3.01,1,0,TC07_PCG_External_NewCustomer_Collections_12_RatingPage_Coveragelimit&ClickNext_M
TC07_PCG_External_NewCustomer_Collections_13_CoveragePage_SelectRoofTypeMaterial_M,1.763,1.763,1.763,1.763,1,0,TC07_PCG_External_NewCustomer_Collections_13_CoveragePage_SelectRoofTypeMaterial_M
TC07_PCG_External_NewCustomer_Collections_13a_CoveragePage_SelectContructiontype_M,1.638,1.638,1.638,1.638,1,0,TC07_PCG_External_NewCustomer_Collections_13a_CoveragePage_SelectContructiontype_M
TC07_PCG_External_NewCustomer_Collections_13b_CoveragePage_occupancytype_M,1.796,1.796,1.796,1.796,1,0,TC07_PCG_External_NewCustomer_Collections_13b_CoveragePage_occupancytype_M
TC07_PCG_External_NewCustomer_Collections_13c_CoveragePage_DetailsYearBuilt_M,1.64,1.64,1.64,1.64,1,0,TC07_PCG_External_NewCustomer_Collections_13c_CoveragePage_DetailsYearBuilt_M
TC07_PCG_External_NewCustomer_Collections_13d_CoveragePage_SquareFootage_M,1.803,1.803,1.803,1.803,1,0,TC07_PCG_External_NewCustomer_Collections_13d_CoveragePage_SquareFootage_M
TC07_PCG_External_NewCustomer_Collections_13e_CoveragePage_SelectFamiliesinHome_M,2.156,2.156,2.156,2.156,1,0,TC07_PCG_External_NewCustomer_Collections_13e_CoveragePage_SelectFamiliesinHome_M
TC07_PCG_External_NewCustomer_Collections_13f_CoveragePage_selectprotectionclass_M,1.868,1.868,1.868,1.868,1,0,TC07_PCG_External_NewCustomer_Collections_13f_CoveragePage_selectprotectionclass_M
TC07_PCG_External_NewCustomer_Collections_13g_CoveragePage_selectno0fStories_M,1.772,1.772,1.772,1.772,1,0,TC07_PCG_External_NewCustomer_Collections_13g_CoveragePage_selectno0fStories_M
TC07_PCG_External_NewCustomer_Collections_14_CoveragePage_PercentageofCoverage_M,1.865,1.865,1.865,1.865,1,0,TC07_PCG_External_NewCustomer_Collections_14_CoveragePage_PercentageofCoverage_M
TC07_PCG_External_NewCustomer_Collections_15_CoveragePage_ClickNext_M,3.659,3.659,3.659,3.659,1,0,TC07_PCG_External_NewCustomer_Collections_15_CoveragePage_ClickNext_M
TC07_PCG_External_NewCustomer_Collections_16b_DetailsPage_ClickNext_M,5.131,5.131,5.131,5.131,1,0,TC07_PCG_External_NewCustomer_Collections_16b_DetailsPage_ClickNext_M
TC07_PCG_External_NewCustomer_Collections_16C_DetailsPage_ClickNext_QuotepageLoad_M,4.057,4.057,4.057,4.057,1,0,TC07_PCG_External_NewCustomer_Collections_16C_DetailsPage_ClickNext_QuotepageLoad_M
TC07_PCG_External_NewCustomer_Collections_17_QuotePage_ClickNext_M,1.53,1.53,1.53,1.53,1,0,TC07_PCG_External_NewCustomer_Collections_17_QuotePage_ClickNext_M
TC07_PCG_External_NewCustomer_Collections_19_PrePackagePage_ClickCreatePackage_M,5.101,5.101,5.101,5.101,1,0,TC07_PCG_External_NewCustomer_Collections_19_PrePackagePage_ClickCreatePackage_M
TC07_PCG_External_NewCustomer_Collections_20_PrePackagePage_ClickClosePopUp_M,0.692,0.692,0.692,0.692,1,0,TC07_PCG_External_NewCustomer_Collections_20_PrePackagePage_ClickClosePopUp_M
TC07_PCG_External_NewCustomer_Collections_21_PackagePage_SendToUnderwriter_M,7.611,7.611,7.611,7.611,1,0,TC07_PCG_External_NewCustomer_Collections_21_PackagePage_SendToUnderwriter_M
TC06_PCG_External_QuoteNewCustomer_PEL_20_Dashboardpage_SearchCustomerID_S,0.948,1.163,1.325,1.325,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_20_Dashboardpage_SearchCustomerID_S
TC06_PCG_External_QuoteNewCustomer_PEL_20A_Customerbackpage_clickQuoteno_S,1.037,1.325,2.072,2.072,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_20A_Customerbackpage_clickQuoteno_S
TC06_PCG_External_QuoteNewCustomer_PEL_20B_ProposalTab_ClickPackageid_S,1.7,3.121,4.17,4.17,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_20B_ProposalTab_ClickPackageid_S
TC06_PCG_External_QuoteNewCustomer_PEL_20_Dashboardpage_SearchCustomerID_M,0.766,0.882,0.988,0.988,3,0,TC06_PCG_External_QuoteNewCustomer_PEL_20_Dashboardpage_SearchCustomerID_M
TC06_PCG_External_QuoteNewCustomer_PEL_20C_SelectQuote_S,1.094,1.453,1.794,1.794,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_20C_SelectQuote_S
TC06_PCG_External_QuoteNewCustomer_PEL_20A_Customerbackpage_clickQuoteno_M,1.1,1.314,1.659,1.659,3,0,TC06_PCG_External_QuoteNewCustomer_PEL_20A_Customerbackpage_clickQuoteno_M
TC06_PCG_External_QuoteNewCustomer_PEL_20_Dashboardpage_SearchCustomerID_L,0.609,0.921,1.045,1.357,7,0,TC06_PCG_External_QuoteNewCustomer_PEL_20_Dashboardpage_SearchCustomerID_L
TC06_PCG_External_QuoteNewCustomer_PEL_20B_ProposalTab_ClickPackageid_M,1.719,1.947,2.371,2.371,3,0,TC06_PCG_External_QuoteNewCustomer_PEL_20B_ProposalTab_ClickPackageid_M
TC06_PCG_External_QuoteNewCustomer_PEL_21_Packagepage_clickProceedtoissuance_S,3.379,3.685,4.1,4.1,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_21_Packagepage_clickProceedtoissuance_S
TC06_PCG_External_QuoteNewCustomer_PEL_20A_Customerbackpage_clickQuoteno_L,1.188,1.351,1.524,1.544,7,0,TC06_PCG_External_QuoteNewCustomer_PEL_20A_Customerbackpage_clickQuoteno_L
TC06_PCG_External_QuoteNewCustomer_PEL_20C_SelectQuote_M,1.122,1.198,1.276,1.276,3,0,TC06_PCG_External_QuoteNewCustomer_PEL_20C_SelectQuote_M
TC06_PCG_External_QuoteNewCustomer_PEL_20B_ProposalTab_ClickPackageid_L,1.62,2.282,3.225,3.758,7,0,TC06_PCG_External_QuoteNewCustomer_PEL_20B_ProposalTab_ClickPackageid_L
TC06_PCG_External_QuoteNewCustomer_PEL_22_Preissuance_Click_save&continue_S,6.586,7.77,10.287,10.287,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_22_Preissuance_Click_save&continue_S
TC07_PCG_External_NewCustomer_Collections_21A_Dashboardpage_SearchCustomerID_XXL,0.805,1.1,1.497,1.632,6,0,TC07_PCG_External_NewCustomer_Collections_21A_Dashboardpage_SearchCustomerID_XXL
TC06_PCG_External_QuoteNewCustomer_PEL_21_Packagepage_clickProceedtoissuance_M,3.124,3.484,3.966,3.966,3,0,TC06_PCG_External_QuoteNewCustomer_PEL_21_Packagepage_clickProceedtoissuance_M
TC06_PCG_External_QuoteNewCustomer_PEL_20C_SelectQuote_L,1.028,1.449,1.889,1.953,6,0,TC06_PCG_External_QuoteNewCustomer_PEL_20C_SelectQuote_L
TC06_PCG_External_QuoteNewCustomer_PEL_23a_SelectBillingType_S,0.851,0.933,1.035,1.035,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_23a_SelectBillingType_S
TC07_PCG_External_NewCustomer_Collections_21B_Customerbackpage_clickQuoteno_XXL,1.139,1.355,1.579,1.59,6,0,TC07_PCG_External_NewCustomer_Collections_21B_Customerbackpage_clickQuoteno_XXL
TC07_PCG_External_NewCustomer_Collections_21A_Dashboardpage_SearchCustomerID_S,0.602,1.009,1.387,1.536,6,0,TC07_PCG_External_NewCustomer_Collections_21A_Dashboardpage_SearchCustomerID_S
TC06_PCG_External_QuoteNewCustomer_PEL_23b_SelectPaymentPlan_S,0.344,0.393,0.448,0.448,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_23b_SelectPaymentPlan_S
TC06_PCG_External_QuoteNewCustomer_PEL_21_Packagepage_clickProceedtoissuance_L,3.245,3.927,4.104,5.651,6,0,TC06_PCG_External_QuoteNewCustomer_PEL_21_Packagepage_clickProceedtoissuance_L
TC07_PCG_External_NewCustomer_Collections_21A_Dashboardpage_SearchCustomerID_M,0.802,1.015,1.156,1.156,4,0,TC07_PCG_External_NewCustomer_Collections_21A_Dashboardpage_SearchCustomerID_M
TC07_PCG_External_NewCustomer_Collections_21B_Customerbackpage_clickQuoteno_S,1.225,1.649,1.519,2.987,6,0,TC07_PCG_External_NewCustomer_Collections_21B_Customerbackpage_clickQuoteno_S
TC06_PCG_External_QuoteNewCustomer_PEL_22_Preissuance_Click_save&continue_M,7.261,8.255,10.169,10.169,3,0,TC06_PCG_External_QuoteNewCustomer_PEL_22_Preissuance_Click_save&continue_M
TC07_PCG_External_NewCustomer_Collections_21c_ProposalTab_ClickPackageid_XXL,3.257,4.023,4.991,5.748,6,0,TC07_PCG_External_NewCustomer_Collections_21c_ProposalTab_ClickPackageid_XXL
TC06_PCG_External_QuoteNewCustomer_PEL_23c_Paymentpage_clicksave_S,1.967,2.049,2.108,2.108,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_23c_Paymentpage_clicksave_S
TC07_PCG_External_NewCustomer_Collections_21B_Customerbackpage_clickQuoteno_M,1.162,1.339,1.557,1.557,4,0,TC07_PCG_External_NewCustomer_Collections_21B_Customerbackpage_clickQuoteno_M
TC06_PCG_External_QuoteNewCustomer_PEL_23a_SelectBillingType_M,0.922,1.518,2.691,2.691,3,0,TC06_PCG_External_QuoteNewCustomer_PEL_23a_SelectBillingType_M
TC07_PCG_External_NewCustomer_Collections_21d_SelectQuote_XXL,1.424,1.604,1.695,2.002,6,0,TC07_PCG_External_NewCustomer_Collections_21d_SelectQuote_XXL
TC07_PCG_External_NewCustomer_Collections_21c_ProposalTab_ClickPackageid_S,2.967,3.674,4.077,4.177,6,0,TC07_PCG_External_NewCustomer_Collections_21c_ProposalTab_ClickPackageid_S
TC06_PCG_External_QuoteNewCustomer_PEL_22_Preissuance_Click_save&continue_L,6.821,7.14,7.325,7.551,5,0,TC06_PCG_External_QuoteNewCustomer_PEL_22_Preissuance_Click_save&continue_L
TC06_PCG_External_QuoteNewCustomer_PEL_23b_SelectPaymentPlan_M,0.366,0.378,0.392,0.392,3,0,TC06_PCG_External_QuoteNewCustomer_PEL_23b_SelectPaymentPlan_M
TC07_PCG_External_NewCustomer_Collections_21A_Dashboardpage_SearchCustomerID_L,0.825,1.154,1.683,1.683,3,0,TC07_PCG_External_NewCustomer_Collections_21A_Dashboardpage_SearchCustomerID_L
TC06_PCG_External_QuoteNewCustomer_PEL_23d_Paymentpage_clickOk_S,2.187,2.631,2.999,2.999,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_23d_Paymentpage_clickOk_S
TC07_PCG_External_NewCustomer_Collections_21c_ProposalTab_ClickPackageid_M,2.813,3.222,3.665,3.665,4,0,TC07_PCG_External_NewCustomer_Collections_21c_ProposalTab_ClickPackageid_M
TC07_PCG_External_NewCustomer_Collections_21d_SelectQuote_S,1.245,1.92,2.527,2.96,6,0,TC07_PCG_External_NewCustomer_Collections_21d_SelectQuote_S
TC06_PCG_External_QuoteNewCustomer_PEL_23a_SelectBillingType_L,0.87,1.004,1.086,1.282,5,0,TC06_PCG_External_QuoteNewCustomer_PEL_23a_SelectBillingType_L
TC07_PCG_External_NewCustomer_Collections_22_PackagePage_ClickProceedToPreissuance_XXL,3.223,3.57,3.721,3.865,6,0,TC07_PCG_External_NewCustomer_Collections_22_PackagePage_ClickProceedToPreissuance_XXL
TC07_PCG_External_NewCustomer_Collections_21B_Customerbackpage_clickQuoteno_L,1.554,1.813,2.329,2.329,3,0,TC07_PCG_External_NewCustomer_Collections_21B_Customerbackpage_clickQuoteno_L
TC06_PCG_External_QuoteNewCustomer_PEL_23c_Paymentpage_clicksave_M,1.943,1.964,2.003,2.003,3,0,TC06_PCG_External_QuoteNewCustomer_PEL_23c_Paymentpage_clicksave_M
TC07_PCG_External_NewCustomer_Collections_21d_SelectQuote_M,1.278,1.414,1.67,1.67,3,0,TC07_PCG_External_NewCustomer_Collections_21d_SelectQuote_M
TC06_PCG_External_QuoteNewCustomer_PEL_23b_SelectPaymentPlan_L,0.378,0.447,0.467,0.484,5,0,TC06_PCG_External_QuoteNewCustomer_PEL_23b_SelectPaymentPlan_L
TC07_PCG_External_NewCustomer_Collections_23_PreIssuancePage_ClickAddAnotherItem_XXL,1.066,1.703,2.174,3.119,6,0,TC07_PCG_External_NewCustomer_Collections_23_PreIssuancePage_ClickAddAnotherItem_XXL
TC07_PCG_External_NewCustomer_Collections_22_PackagePage_ClickProceedToPreissuance_S,2.979,3.975,4.769,5.271,6,0,TC07_PCG_External_NewCustomer_Collections_22_PackagePage_ClickProceedToPreissuance_S
TC06_PCG_External_QuoteNewCustomer_PEL_24_Subjectivepage_clickIssue_S,6.422,7.77,9.176,9.176,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_24_Subjectivepage_clickIssue_S
TC07_PCG_External_NewCustomer_Collections_21c_ProposalTab_ClickPackageid_L,3.496,4.475,5.225,5.225,3,0,TC07_PCG_External_NewCustomer_Collections_21c_ProposalTab_ClickPackageid_L
TC06_PCG_External_QuoteNewCustomer_PEL_23d_Paymentpage_clickOk_M,2.738,2.942,3.217,3.217,3,0,TC06_PCG_External_QuoteNewCustomer_PEL_23d_Paymentpage_clickOk_M
TC06_PCG_External_QuoteNewCustomer_PEL_23c_Paymentpage_clicksave_L,1.911,2.025,2.136,2.136,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_23c_Paymentpage_clicksave_L
TC07_PCG_External_NewCustomer_Collections_22_PackagePage_ClickProceedToPreissuance_M,3.123,3.576,4.271,4.271,3,0,TC07_PCG_External_NewCustomer_Collections_22_PackagePage_ClickProceedToPreissuance_M
TC07_PCG_External_NewCustomer_Collections_24_PreIssuancePage_EnterLimit&clicksaveXXL,1.673,2.362,2.693,4.121,6,0,TC07_PCG_External_NewCustomer_Collections_24_PreIssuancePage_EnterLimit&clicksaveXXL
TC06_PCG_External_QuoteNewCustomer_PEL_24_Subjectivepage_clickIssue_Dashboard_S,2.648,3.256,3.991,3.991,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_24_Subjectivepage_clickIssue_Dashboard_S
TC07_PCG_External_NewCustomer_Collections_23_PreIssuancePage_ClickAddAnotherItem_S,1.032,1.226,1.198,1.575,5,0,TC07_PCG_External_NewCustomer_Collections_23_PreIssuancePage_ClickAddAnotherItem_S
TC07_PCG_External_NewCustomer_Collections_21d_SelectQuote_L,1.255,1.938,2.979,2.979,3,0,TC07_PCG_External_NewCustomer_Collections_21d_SelectQuote_L
TC07_PCG_External_NewCustomer_Collections_23_PreIssuancePage_ClickAddAnotherItem_M,1.055,1.124,1.193,1.193,2,0,TC07_PCG_External_NewCustomer_Collections_23_PreIssuancePage_ClickAddAnotherItem_M
TC06_PCG_External_QuoteNewCustomer_PEL_23d_Paymentpage_clickOk_L,2.601,2.762,2.919,2.919,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_23d_Paymentpage_clickOk_L
TC06_PCG_External_QuoteNewCustomer_PEL_24_Subjectivepage_clickIssue_M,5.477,5.655,5.793,5.793,3,0,TC06_PCG_External_QuoteNewCustomer_PEL_24_Subjectivepage_clickIssue_M
TC07_PCG_External_NewCustomer_Collections_24_PreIssuancePage_EnterLimit&clicksaveS,1.834,2.028,2.199,2.23,5,0,TC07_PCG_External_NewCustomer_Collections_24_PreIssuancePage_EnterLimit&clicksaveS
TC07_PCG_External_NewCustomer_Collections_25_PreIssuancePage_ClickSaveandContinue_XXL,7.993,8.517,8.82,9.012,6,0,TC07_PCG_External_NewCustomer_Collections_25_PreIssuancePage_ClickSaveandContinue_XXL
TC07_PCG_External_NewCustomer_Collections_22_PackagePage_ClickProceedToPreissuance_L,3.192,4.328,5.662,5.662,3,0,TC07_PCG_External_NewCustomer_Collections_22_PackagePage_ClickProceedToPreissuance_L
TC07_PCG_External_NewCustomer_Collections_24_PreIssuancePage_EnterLimit&clicksaveM,1.74,1.767,1.795,1.795,2,0,TC07_PCG_External_NewCustomer_Collections_24_PreIssuancePage_EnterLimit&clicksaveM
TC06_PCG_External_QuoteNewCustomer_PEL_24_Subjectivepage_clickIssue_Dashboard_M,0.001,0.892,2.673,2.673,3,0,TC06_PCG_External_QuoteNewCustomer_PEL_24_Subjectivepage_clickIssue_Dashboard_M
TC06_PCG_External_QuoteNewCustomer_PEL_24_Subjectivepage_clickIssue_L,5.202,6.132,6.654,6.654,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_24_Subjectivepage_clickIssue_L
TC07_PCG_External_NewCustomer_Collections_26a_SelectBillingType_XXL,0.857,0.926,0.985,1.025,6,0,TC07_PCG_External_NewCustomer_Collections_26a_SelectBillingType_XXL
TC07_PCG_External_NewCustomer_Collections_25_PreIssuancePage_ClickSaveandContinue_S,7.825,8.178,8.187,8.811,5,0,TC07_PCG_External_NewCustomer_Collections_25_PreIssuancePage_ClickSaveandContinue_S
TC07_PCG_External_NewCustomer_Collections_23_PreIssuancePage_ClickAddAnotherItem_L,1.457,1.667,1.903,1.903,3,0,TC07_PCG_External_NewCustomer_Collections_23_PreIssuancePage_ClickAddAnotherItem_L
TC05_PCG_External_QuoteNewCustomer_HO_29A_Dashboardpage_SearchCustomerID_XL,0.755,0.869,0.896,1.083,5,0,TC05_PCG_External_QuoteNewCustomer_HO_29A_Dashboardpage_SearchCustomerID_XL
TC06_PCG_External_QuoteNewCustomer_PEL_24_Subjectivepage_clickIssue_Dashboard_L,0.002,1.329,2.793,2.793,4,0,TC06_PCG_External_QuoteNewCustomer_PEL_24_Subjectivepage_clickIssue_Dashboard_L
TC07_PCG_External_NewCustomer_Collections_26b_SelectPaymentPlan_XXL,0.346,0.376,0.38,0.434,6,0,TC07_PCG_External_NewCustomer_Collections_26b_SelectPaymentPlan_XXL
TC07_PCG_External_NewCustomer_Collections_25_PreIssuancePage_ClickSaveandContinue_M,7.481,8.424,9.368,9.368,2,0,TC07_PCG_External_NewCustomer_Collections_25_PreIssuancePage_ClickSaveandContinue_M
TC07_PCG_External_NewCustomer_Collections_26a_SelectBillingType_S,0.815,0.913,0.958,1.001,5,0,TC07_PCG_External_NewCustomer_Collections_26a_SelectBillingType_S
TC07_PCG_External_NewCustomer_Collections_24_PreIssuancePage_EnterLimit&clicksaveL,1.77,1.821,1.88,1.88,3,0,TC07_PCG_External_NewCustomer_Collections_24_PreIssuancePage_EnterLimit&clicksaveL
TC05_PCG_External_QuoteNewCustomer_HO_29B_Customerbackpage_clickQuoteno_XL,1.229,1.439,1.664,1.677,5,0,TC05_PCG_External_QuoteNewCustomer_HO_29B_Customerbackpage_clickQuoteno_XL
TC05_PCG_External_QuoteNewCustomer_HO_29A_Dashboardpage_SearchCustomerID_L,0.556,0.817,0.917,1.291,7,0,TC05_PCG_External_QuoteNewCustomer_HO_29A_Dashboardpage_SearchCustomerID_L
TC07_PCG_External_NewCustomer_Collections_26c_PaymentsPage_ClickSave_XXL,1.976,2.133,2.276,2.332,6,0,TC07_PCG_External_NewCustomer_Collections_26c_PaymentsPage_ClickSave_XXL
TC07_PCG_External_NewCustomer_Collections_26a_SelectBillingType_M,0.847,0.881,0.915,0.915,2,0,TC07_PCG_External_NewCustomer_Collections_26a_SelectBillingType_M
TC07_PCG_External_NewCustomer_Collections_26b_SelectPaymentPlan_S,0.37,0.414,0.433,0.498,5,0,TC07_PCG_External_NewCustomer_Collections_26b_SelectPaymentPlan_S
TC05_PCG_External_QuoteNewCustomer_HO_29C_ProposalTab_ClickPackageid_XL,2.674,3.161,3.514,3.722,5,0,TC05_PCG_External_QuoteNewCustomer_HO_29C_ProposalTab_ClickPackageid_XL
TC05_PCG_External_QuoteNewCustomer_HO_29B_Customerbackpage_clickQuoteno_L,1.112,1.283,1.344,1.483,7,0,TC05_PCG_External_QuoteNewCustomer_HO_29B_Customerbackpage_clickQuoteno_L
TC07_PCG_External_NewCustomer_Collections_26b_SelectPaymentPlan_M,0.386,0.398,0.411,0.411,2,0,TC07_PCG_External_NewCustomer_Collections_26b_SelectPaymentPlan_M
TC07_PCG_External_NewCustomer_Collections_25_PreIssuancePage_ClickSaveandContinue_L,7.795,8.698,10.229,10.229,3,0,TC07_PCG_External_NewCustomer_Collections_25_PreIssuancePage_ClickSaveandContinue_L
TC07_PCG_External_NewCustomer_Collections_26c_PaymentsPage_ClickSave_S,1.735,2.11,2.245,2.37,5,0,TC07_PCG_External_NewCustomer_Collections_26c_PaymentsPage_ClickSave_S
TC07_PCG_External_NewCustomer_Collections_26d_PaymentsPage_ClickOk_XXL,2.615,2.789,2.866,2.929,6,0,TC07_PCG_External_NewCustomer_Collections_26d_PaymentsPage_ClickOk_XXL
TC05_PCG_External_QuoteNewCustomer_HO_29D_SelectQuote_XL,1.473,1.622,1.669,1.769,5,0,TC05_PCG_External_QuoteNewCustomer_HO_29D_SelectQuote_XL
TC07_PCG_External_NewCustomer_Collections_26a_SelectBillingType_L,0.834,0.863,0.892,0.892,2,0,TC07_PCG_External_NewCustomer_Collections_26a_SelectBillingType_L
TC07_PCG_External_NewCustomer_Collections_26c_PaymentsPage_ClickSave_M,2.047,2.145,2.243,2.243,2,0,TC07_PCG_External_NewCustomer_Collections_26c_PaymentsPage_ClickSave_M
TC05_PCG_External_QuoteNewCustomer_HO_29C_ProposalTab_ClickPackageid_L,2.8,3.329,3.899,4.495,7,0,TC05_PCG_External_QuoteNewCustomer_HO_29C_ProposalTab_ClickPackageid_L
TC07_PCG_External_NewCustomer_Collections_26d_PaymentsPage_ClickOk_S,2.776,2.982,2.984,3.419,5,0,TC07_PCG_External_NewCustomer_Collections_26d_PaymentsPage_ClickOk_S
TC07_PCG_External_NewCustomer_Collections_27_SubjectivitiesPage_ClickIssue_XXL,6.238,7.387,8.557,9.442,6,0,TC07_PCG_External_NewCustomer_Collections_27_SubjectivitiesPage_ClickIssue_XXL
TC07_PCG_External_NewCustomer_Collections_26b_SelectPaymentPlan_L,0.364,0.401,0.438,0.438,2,0,TC07_PCG_External_NewCustomer_Collections_26b_SelectPaymentPlan_L
TC05_PCG_External_QuoteNewCustomer_HO_29D_SelectQuote_L,1.474,1.708,1.98,2.017,7,0,TC05_PCG_External_QuoteNewCustomer_HO_29D_SelectQuote_L
TC05_PCG_External_QuoteNewCustomer_HO_29_PackagePage_ClickProceedtoIssuance_XL,3.456,4.41,4.906,6.248,5,0,TC05_PCG_External_QuoteNewCustomer_HO_29_PackagePage_ClickProceedtoIssuance_XL
TC07_PCG_External_NewCustomer_Collections_26d_PaymentsPage_ClickOk_M,2.464,2.627,2.79,2.79,2,0,TC07_PCG_External_NewCustomer_Collections_26d_PaymentsPage_ClickOk_M
TC07_PCG_External_NewCustomer_Collections_27_SubjectivitiesPage_ClickIssue_Dashboard_XXL,0.001,1.881,2.876,2.918,6,0,TC07_PCG_External_NewCustomer_Collections_27_SubjectivitiesPage_ClickIssue_Dashboard_XXL
TC07_PCG_External_NewCustomer_Collections_27_SubjectivitiesPage_ClickIssue_S,6.061,7.369,7.751,8.433,5,0,TC07_PCG_External_NewCustomer_Collections_27_SubjectivitiesPage_ClickIssue_S
TC07_PCG_External_NewCustomer_Collections_26c_PaymentsPage_ClickSave_L,1.96,2.05,2.141,2.141,2,0,TC07_PCG_External_NewCustomer_Collections_26c_PaymentsPage_ClickSave_L
TC05_PCG_External_QuoteNewCustomer_HO_29_PackagePage_ClickProceedtoIssuance_L,3.362,3.791,3.867,5.314,7,0,TC05_PCG_External_QuoteNewCustomer_HO_29_PackagePage_ClickProceedtoIssuance_L
TC05_PCG_External_QuoteNewCustomer_HO_30_Preissuancepage_EnterMortagesandClickNext_XL,3.844,4.63,4.617,6.136,5,0,TC05_PCG_External_QuoteNewCustomer_HO_30_Preissuancepage_EnterMortagesandClickNext_XL
TC07_PCG_External_NewCustomer_Collections_27_SubjectivitiesPage_ClickIssue_M,6.195,7.778,9.361,9.361,2,0,TC07_PCG_External_NewCustomer_Collections_27_SubjectivitiesPage_ClickIssue_M
TC07_PCG_External_NewCustomer_Collections_27_SubjectivitiesPage_ClickIssue_Dashboard_S,0.002,1.922,3.304,3.648,5,0,TC07_PCG_External_NewCustomer_Collections_27_SubjectivitiesPage_ClickIssue_Dashboard_S
TC07_PCG_External_NewCustomer_Collections_26d_PaymentsPage_ClickOk_L,2.647,2.667,2.688,2.688,2,0,TC07_PCG_External_NewCustomer_Collections_26d_PaymentsPage_ClickOk_L
TC07_PCG_External_NewCustomer_Collections_27_SubjectivitiesPage_ClickIssue_Dashboard_M,3.234,3.242,3.251,3.251,2,0,TC07_PCG_External_NewCustomer_Collections_27_SubjectivitiesPage_ClickIssue_Dashboard_M
TC05_PCG_External_QuoteNewCustomer_HO_30_Preissuancepage_EnterMortagesandClickNext_L,4.034,4.647,5.295,5.948,7,0,TC05_PCG_External_QuoteNewCustomer_HO_30_Preissuancepage_EnterMortagesandClickNext_L
TC05_PCG_External_QuoteNewCustomer_HO_31_InspectionPage_SelectBrokerContact_XL,1.019,1.313,1.163,2.214,5,0,TC05_PCG_External_QuoteNewCustomer_HO_31_InspectionPage_SelectBrokerContact_XL
TC05_PCG_External_QuoteNewCustomer_HO_31_InspectionPage_SelectBrokerContact_L,0.992,1.27,1.242,2.259,7,0,TC05_PCG_External_QuoteNewCustomer_HO_31_InspectionPage_SelectBrokerContact_L
TC07_PCG_External_NewCustomer_Collections_27_SubjectivitiesPage_ClickIssue_L,6.136,6.869,7.603,7.603,2,0,TC07_PCG_External_NewCustomer_Collections_27_SubjectivitiesPage_ClickIssue_L
TC05_PCG_External_QuoteNewCustomer_HO_32_InspectionPage_ClickSave_XL,4.488,5.548,6.554,6.852,5,0,TC05_PCG_External_QuoteNewCustomer_HO_32_InspectionPage_ClickSave_XL
TC07_PCG_External_NewCustomer_Collections_27_SubjectivitiesPage_ClickIssue_Dashboard_L,0.001,1.514,3.027,3.027,2,0,TC07_PCG_External_NewCustomer_Collections_27_SubjectivitiesPage_ClickIssue_Dashboard_L
TC05_PCG_External_QuoteNewCustomer_HO_32_InspectionPage_ClickSave_L,4.631,5.155,5.488,6.059,7,0,TC05_PCG_External_QuoteNewCustomer_HO_32_InspectionPage_ClickSave_L
TC05_PCG_External_QuoteNewCustomer_HO_33a_SelectBillingType_XL,0.86,0.887,0.888,0.927,5,0,TC05_PCG_External_QuoteNewCustomer_HO_33a_SelectBillingType_XL
TC05_PCG_External_QuoteNewCustomer_HO_33a_SelectBillingType_L,0.848,0.973,0.967,1.425,7,0,TC05_PCG_External_QuoteNewCustomer_HO_33a_SelectBillingType_L
TC05_PCG_External_QuoteNewCustomer_HO_33b_SelectPaymentPlan_XL,0.357,0.472,0.537,0.674,5,0,TC05_PCG_External_QuoteNewCustomer_HO_33b_SelectPaymentPlan_XL
TC05_PCG_External_QuoteNewCustomer_HO_33c_PaymentPage_ClickSave_XL,1.954,2.253,2.448,2.48,5,0,TC05_PCG_External_QuoteNewCustomer_HO_33c_PaymentPage_ClickSave_XL
TC05_PCG_External_QuoteNewCustomer_HO_33b_SelectPaymentPlan_L,0.349,0.455,0.429,0.783,6,0,TC05_PCG_External_QuoteNewCustomer_HO_33b_SelectPaymentPlan_L
